ev_id,ev_type,regis_no,ntsb_no,ev_date,ev_time,ev_city,ev_country,latitude,longitude,acft_category,acft_make,acft_model,num_eng,DAMAGE,flight_type,afm_hrs,date_last_insp,afm_hrs_last_insp,light_condition,wmc,gust_ind,on_ground_collision,inj_f_grnd,inj_m_grnd,inj_s_grnd,inj_tot_f,inj_tot_m,inj_tot_n,inj_tot_s,inj_tot_t,ev_highest_injury,flight_phase,defining_event,survivors_b,pilot_flight_time_model,pilot_flight_time_total,pilot_flight_time_categ,SOURCE
20080320X00341,Accident,N4623W,NYC08LA124,06/03/2008,2130,West Chester,USA,395925N,0753455W,Airplane,ROCKWELL,112TCA,1,Substantial,Personal,2052.0,2006-05-14 00:00:00,39.0,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080325X00383,Accident,N2086V,NYC08CA125,19/02/2008,2345,Halls,USA,355412N,0892350W,Airplane,Cessna,140,1,Substantial,Instructional,3000.0,2007-08-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080417X00506,Accident,N781RV,NYC08CA126,03/03/2008,1430,Port Orange,USA,029448N,0081248W,Airplane,Morrison,Vans RV-8,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,F,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080518X00690,Accident,N213LP,MIA08CA073,06/03/2008,1730,Fort Lauderdale,USA,261150N,0801014W,Airplane,Cessna,182,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,F,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080318X00327,Accident,N400GG,MIA08CA074,08/03/2008,1430,Stuart,USA,271032N,0080139W,Airplane,Cessna,525B,2,Substantial,,65.0,,65.0,Day,Visual Meteorological Cond,F,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080311X00294,Accident,N13246,DFW08FA078,08/03/2008,2315,Gun Barrel City,USA,003220N,0096834W,Airplane,Cessna,172M,1,Substantial,Personal,5459.7001953125,2007-09-01 00:00:00,39.0999984741211,Day,Visual Meteorological Cond,T,,0,0,0,1,0,0,1,2,FATL,calcular,calcular,T,0,0,calcular,POST_1982
20080603X00781,Accident,N733LE,NYC08CA127,08/03/2008,1455,Charlottesville,USA,038832N,0782717W,Airplane,Cessna,172N,1,Substantial,Personal,4137.0,2008-01-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080409X00442,Accident,N1078T,NYC08LA129,09/03/2008,1840,Belmont,USA,039225N,0811738W,Helicopter,SIKORSKY,S-58HT,2,Substantial,External Load,18397.0,2007-12-20 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,0,1,1,SERS,calcular,calcular,T,0,0,calcular,POST_1982
20080416X00489,Accident,N812WM,NYC08CA128,25/02/2008,1715,Apopka,USA,284213N,0813432W,Airplane,Piper,PA 32-300,1,Substantial,Personal,4752.7998046875,2007-03-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,3,0,3,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080403X00421,Accident,N2039U,SEA08CA086,05/03/2008,2100,Jerome,USA,424336N,1142723W,Airplane,Maule,M-4,1,Substantial,Instructional,,,,Day,Visual Meteorological Cond,T,,,,,0,0,3,0,3,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080411X00454,Accident,N5251B,DFW08CA079,08/03/2008,2000,Westport,USA,361320N,0962040W,Helicopter,Willey,Rotorway Exec 90,1,Substantial,Instructional,983.0,2008-03-01 00:00:00,,Day,Visual Meteorological Cond,F,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080317X00320,Accident,N51430,SEA08LA087,07/03/2008,2300,Bishop,USA,372223N,1182149W,Airplane,MAULE,M-4,1,Substantial,Personal,4194.0,2007-12-28 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,3,0,3,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080403X00423,Accident,N75SE,SEA08CA088,08/03/2008,2005,Tracy,USA,037400N,0121184W,Airplane,American Champion (ACAC),7GCAA,1,Substantial,Instructional,913.0,2007-12-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080317X00318,Accident,N8500B,SEA08LA089,10/03/2008,1915,Scottsdale,USA,333722N,1115437W,Airplane,Aircraft Mfg & Dev. Co.,CH 2000,1,Substantial,Instructional,2487.10009765625,2008-02-01 00:00:00,39.7999992370605,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080317X00315,Accident,N732RR,DFW08FA080,11/03/2008,123,Abbeville,USA,003025N,0009240W,Airplane,Cessna,T210M,1,Destroyed,Personal,4286.89990234375,2007-09-01 00:00:00,180.600006103516,Night/Dark,Instrument Meteorological Cond,T,,,,,2,0,0,0,2,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080317X00321,Accident,N455JS,CHI08CA088,24/02/2008,2100,Fremont,USA,411959N,0083940W,Airplane,Shaffer,KR-2,1,Substantial,Personal,262.0,2007-09-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080317X00316,Accident,N410MR,DFW08LA081,09/03/2008,1747,Ledbetter,USA,301349N,0964538W,Airplane,Ritter,RV-10,1,Destroyed,Personal,195.0,,,Day,Visual Meteorological Cond,F,,,,,1,0,0,0,1,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080416X00492,Accident,N66036,ANC08LA042,11/03/2008,1850,White Mountain,USA,644235N,1624546W,Airplane,Cessna,180,1,Substantial,Personal,2980.0,2007-09-01 00:00:00,50.0,Day,Instrument Meteorological Cond,T,,,,,0,2,1,0,3,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080317X00319,Accident,N765DC,SEA08LA090,09/03/2008,2220,Spanish Fork,USA,040829N,1113940W,Airplane,Diamond Aircraft Industries,DA 20-C1,1,Substantial,Personal,2391.0,2008-01-01 00:00:00,75.0,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080403X00418,Accident,N7028J,SEA08CA091,11/03/2008,1515,Oxnard,USA,341249N,0119539W,Helicopter,Bell,206B,1,Substantial,Aerial Application,,,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080325X00384,Accident,N1044Y,NYC08TA130,11/03/2008,2115,Spartanburg,USA,345457N,0815723W,Airplane,CESSNA,180,1,Substantial,Public Use,9620.0,2007-09-17 00:00:00,78.0,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080320X00346,Accident,N859MS,NYC08LA116,01/03/2008,2015,Key West,USA,024310N,0812138W,Airplane,Diamond Aircraft Industries,DA 20,1,Substantial,Personal,88.0,2007-04-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080321X00352,Accident,N594DM,LAX08LA073,11/03/2008,450,Mercury,USA,036370N,0011610W,Airplane,CESSNA,402C,2,Substantial,,18952.0,2008-02-22 00:00:00,15.6999998092651,Night/Dark,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080409X00443,Accident,N417EV,NYC08WA131,11/03/2008,1120,Santa Cruz,PE,006380N,0791033W,Helicopter,Bell,412EP,,Destroyed,,,,,,Instrument Meteorological Cond,F,,,,,10,0,0,0,10,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080414X00472,Accident,N831MS,NYC08CA132,09/03/2008,2100,Cartersville,USA,034723N,0845055W,Helicopter,Rotorway,162F,1,Substantial,Personal,1.0,2008-01-01 00:00:00,1.0,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080321X00349,Accident,N284SP,NYC08FA133,13/03/2008,1300,Indiantown,USA,027102N,0080361W,Airplane,CESSNA,172,1,Substantial,Aerial Observation,5240.2998046875,2008-01-01 00:00:00,72.5,Day,Visual Meteorological Cond,T,,,,,4,0,0,0,4,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080321X00357,Accident,N2215R,NYC08FA134,13/03/2008,1340,Wilmington,USA,034729N,0775354W,Helicopter,ROBINSON,R22 Beta II,1,Substantial,Personal,1389.0,2007-12-14 00:00:00,,Day,Visual Meteorological Cond,F,,,,,1,0,0,0,1,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080402X00413,Accident,N24619,NYC08CA135,09/03/2008,1800,Richmond,USA,373018N,0771910W,Airplane,Cessna,172R,1,Substantial,Instructional,,,,Day,Visual Meteorological Cond,F,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080414X00474,Accident,N7711Z,NYC08CA136,13/03/2008,1300,Live Oak,USA,030158N,0825527W,Airplane,J&J Ultralights,Sea Wing,1,Substantial,Personal,45.0,2007-12-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,0,1,1,SERS,calcular,calcular,T,0,0,calcular,POST_1982
20080414X00470,Accident,N1424A,DEN08CA063,10/03/2008,40,Nickerson,USA,038842N,0009851W,Airplane,Piper,PA-22,1,Substantial,Personal,2622.0,2008-03-01 00:00:00,,Dusk,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080325X00385,Accident,N6651F,NYC08LA137,13/03/2008,1920,Middlesboro,USA,363638N,0834414W,Airplane,CESSNA,150F,1,Substantial,Personal,4029.0,2008-03-01 00:00:00,,Day,Visual Meteorological Cond,F,,,,,0,0,0,1,1,SERS,calcular,calcular,T,0,0,calcular,POST_1982
20080404X00431,Accident,N146P,SEA08CA092,07/03/2008,500,Bountiful,USA,040529N,1115537W,Airplane,Piper,PA-24,1,Substantial,Personal,,,,Night,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080415X00488,Accident,N9126P,MIA08CA077,05/03/2008,1930,West Palm Beach,USA,264059N,0080544W,Airplane,Piper,PA24-260,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080327X00391,Accident,N6827M,ANC08CA043,14/03/2008,0,Chugiak,USA,612459N,1493026W,Airplane,Stinson,108,1,Substantial,Personal,,2008-03-01 00:00:00,0.0,Day,Visual Meteorological Cond,T,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080319X00332,Accident,N141SR,NYC08FA138,15/03/2008,350,Front Royal,USA,385420N,0078198W,Airplane,Cirrus Design Corp,SR22,1,Destroyed,Personal,158.0,2007-06-13 00:00:00,30.0,Night,Visual Meteorological Cond,F,,,,,2,0,0,0,2,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080518X00691,Accident,N7302C,MIA08CA078,14/03/2008,2345,Columbus,USA,033270N,0088350W,Airplane,Air Tractor,AT-301,1,Substantial,Flight Test,,,,Day,Visual Meteorological Cond,F,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080408X00438,Accident,N300SH,MIA08LA079,15/03/2008,1831,Fort Lauderdale,USA,261148N,0801012W,Airplane,Cessna,402B,2,Substantial,,10454.2998046875,2008-03-01 00:00:00,4.59999990463257,Day,Visual Meteorological Cond,F,,,,,0,0,4,0,4,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080320X00340,Accident,C-FFBC,MIA08FA080,16/03/2008,925,Wildwood,USA,285350N,0082124W,Airplane,Cessna,182B,1,,Personal,3205.30004882812,2007-09-01 00:00:00,40.4000015258789,Night/Dark,Visual Meteorological Cond,F,,,,,2,0,0,0,2,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080321X00348,Accident,C-FRSK,NYC08FA139,16/03/2008,1434,Atkins,USA,365559N,0812254W,Airplane,MOONEY,M20C,1,Destroyed,Personal,4249.0,2007-09-20 00:00:00,,Day,Visual Meteorological Cond,T,,,,,2,0,0,0,2,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080425X00547,Accident,N489TJ,DFW08CA082,15/03/2008,2300,Horseshoe Bay,USA,301933N,0981937W,Helicopter,Robinson,R22 BETA,1,Substantial,Instructional,660.0,2007-11-01 00:00:00,7.0,Day,Visual Meteorological Cond,T,,,,,0,1,1,0,2,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080414X00475,Accident,N3027Y,NYC08CA140,17/03/2008,1800,Montgomery,USA,413035N,0741552W,Helicopter,Robinson,R44,1,Substantial,Instructional,140.0,2008-03-01 00:00:00,,Day,Visual Meteorological Cond,F,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080321X00355,Accident,N120SC,CHI08CA074,05/02/2008,1920,Ankeny,USA,414129N,0933359W,Airplane,Swearingen,SA-226AT,2,Substantial,,21600.0,2008-02-01 00:00:00,,Day,Instrument Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080321X00358,Accident,N10RH,CHI08CA084,16/02/2008,1755,Viroqua,USA,433259N,0905249W,Airplane,Cessna,150G,1,Substantial,Personal,2018.0,2007-05-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080324X00373,Accident,N554PC,CHI08CA078,08/02/2008,154,Cahokia,USA,383414N,0090922W,Airplane,Piper,PA-44-180,2,Substantial,Instructional,2742.0,2007-11-01 00:00:00,,Night/Dark,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080321X00356,Accident,N4726V,CHI08CA079,08/02/2008,1805,Litchfield,USA,391523N,0893654W,Airplane,Cessna,172RG,1,Substantial,Personal,9768.0,2008-01-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080324X00372,Accident,N9483L,CHI08CA076,06/02/2008,2100,Grantsburg,USA,045412N,0924114W,Airplane,American Aviation,AA-1A,1,Substantial,Personal,2500.0,2008-02-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080401X00412,Accident,N554SP,DFW08CA083,16/03/2008,2000,Idabell,USA,335420N,0945120W,Airplane,Cessna,150,1,Substantial,Instructional,4104.0,2007-10-01 00:00:00,,Day,Visual Meteorological Cond,F,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080418X00516,Accident,N169AB,NYC08CA141,17/03/2008,2049,Opa Locka,USA,255425N,0801642W,Airplane,Piper,PA-25-260,1,Substantial,Banner Tow,4476.60009765625,2008-03-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080425X00556,Accident,N80318,LAX08CA074,11/03/2008,2130,Richfield,USA,384411N,0112556W,Airplane,Cessna,172M,1,Substantial,Instructional,,,,Day,Visual Meteorological Cond,T,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080401X00405,Accident,N9374S,LAX08CA075,14/03/2008,1700,Marble Canyon,USA,364839N,1113840W,Airplane,Beech,C23,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,F,,,,,0,0,4,0,4,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080425X00557,Accident,N416PA,LAX08CA076,15/03/2008,1957,Phoenix,USA,334118N,0112457W,Airplane,Piper,PA-28-181,1,Substantial,Instructional,,,,Day,Visual Meteorological Cond,F,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080325X00382,Accident,N19521,LAX08LA077,18/03/2008,1755,Mesa,USA,332739N,1114342W,Airplane,Cessna,150L,1,Substantial,Instructional,9655.0,2007-11-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,2,0,0,2,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080319X00333,Accident,N17662,DEN08LA064,12/03/2008,1740,Santa Fe,USA,035373N,0106537W,Airplane,Spartan,7W,1,Substantial,Personal,9410.0,2008-03-01 00:00:00,2.0,Day,Visual Meteorological Cond,F,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080319X00334,Accident,N315LP,DEN08LA065,09/02/2008,1715,Telluride,USA,037571N,0107543W,Airplane,Plocher,SHA-Glasair,1,Substantial,Personal,700.0,2007-08-01 00:00:00,22.0,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080319X00335,Accident,N3055N,DEN08LA066,18/03/2008,1645,Las Vegas,USA,353915N,0105833W,Helicopter,Robinson,R22 BETA,1,Substantial,Instructional,503.0,2008-02-01 00:00:00,98.0,Day,Visual Meteorological Cond,F,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080401X00406,Accident,N8366B,CHI08CA090,01/03/2008,2315,Apple River,USA,042303N,0090521W,Airplane,Cessna,172,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,F,,,,,0,0,3,0,3,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080417X00511,Accident,N3304W,NYC08LA142,20/03/2008,1250,New Albany,USA,343255N,0089127W,Airplane,PIPER,PA32,1,Substantial,,3490.0,2007-08-09 00:00:00,38.0,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080325X00381,Accident,N742MJ,LAX08LA078,18/03/2008,1915,Winslow,USA,035119N,1104321W,Airplane,Jenkins,RV-7A,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,F,,,,,1,0,0,0,1,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080411X00462,Accident,N180LH,LAX08CA079,18/03/2008,2230,Moab,USA,384518N,1094517W,Airplane,Cessna,180H,1,Substantial,Personal,3830.0,2007-11-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080324X00369,Accident,N615WM,MIA08FA081,20/03/2008,2000,Waxhaw,USA,345911N,0804528W,Airplane,Cirrus,SR22,1,Substantial,Personal,501.0,2007-06-11 00:00:00,200.800003051758,Day,Visual Meteorological Cond,F,,,,,1,0,0,0,1,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080331X00403,Accident,N602KP,DFW08CA084,13/03/2008,1215,Back Gate,USA,003400N,0091210W,Airplane,Air Tractor,AT602,1,Substantial,Aerial Application,,,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080410X00453,Accident,N184AA,NYC08FA143,21/03/2008,2025,Rome,USA,342034N,0085917W,Airplane,BEECH,BE-76,2,Substantial,Instructional,5210.0,2008-03-04 00:00:00,40.0,Day,Visual Meteorological Cond,T,,,,,2,0,0,0,2,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080418X00513,Accident,N1386V,DFW08CA085,21/03/2008,1930,Peyton,USA,039613N,1043223W,Airplane,Cessna,206,1,Substantial,Personal,2782.0,2008-01-01 00:00:00,,Not Reported,Visual Meteorological Cond,F,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080328X00397,Accident,N4098A,LAX08LA080,20/03/2008,1726,Portland,USA,453519N,1223627W,Airplane,Piper,PA-31-350,2,Substantial,,16547.0,2008-03-01 00:00:00,3.0,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080421X00525,Accident,UNREG,NYC08CA146,16/03/2008,2200,Rayle,USA,334723N,0082541W,Airplane,Quad City Ultralight Aircraft,Challenger I,1,Substantial,Personal,6.0,2008-03-01 00:00:00,1.0,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080512X00652,Accident,N66AH,NYC08LA144,22/03/2008,306,Covington,USA,035350N,0893513W,Airplane,PIPER,PA-34-200T,2,Destroyed,Personal,,,,,Visual Meteorological Cond,F,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080511X00647,Incident,N406LH,NYC08IA145,22/03/2008,1510,New York,USA,404527N,0074045W,Helicopter,AEROSPATIALE,AS355F1,2,Minor,,7393.0,2008-03-01 00:00:00,,Day,Visual Meteorological Cond,T,Y,,,,0,0,5,0,5,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080414X00471,Accident,N954DA,DEN08CA067,21/03/2008,2310,Pueblo,USA,381720N,1042947W,Airplane,Diamond Aircraft Industries,DA 20-C1,1,Substantial,Instructional,,,,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080415X00484,Accident,N205MX,LAX08CA081,22/03/2008,1845,Grangeville,USA,455633N,0116724W,Airplane,Maule,M-8-235,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080422X00531,Accident,N63D,LAX08CA082,22/03/2008,1614,Colfax,USA,465131N,1172450W,Airplane,Grumman-Schweizer,G-164B,1,Substantial,Aerial Application,,,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080328X00396,Accident,N8148K,LAX08LA083,22/03/2008,1630,Genesee,USA,046335N,1165534W,Airplane,Gulfstream-Schweizer,G-164B,1,Substantial,Aerial Application,10127.0,2008-03-01 00:00:00,0.5,Day,Visual Meteorological Cond,T,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080521X00704,Accident,N166LS,NYC08CA147,21/03/2008,1715,Wauchula,USA,273032N,0815229W,Airplane,"Rans, Inc.",S12XL,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,F,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080415X00485,Accident,N3105Q,LAX08CA084,22/03/2008,2154,Honolulu,USA,021197N,1575521W,Airplane,Piper,PA32-301FT,1,Substantial,Personal,327.0,2007-08-01 00:00:00,,Day,Visual Meteorological Cond,F,,,,,0,0,4,0,4,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080408X00437,Accident,N2943L,MIA08WA082,24/03/2008,1745,Freeport,BF,264054N,0079237W,Airplane,Mooney,M20C,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,2,0,0,0,2,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080416X00497,Accident,N5674X,LAX08CA085,25/03/2008,200,Blythe,USA,033379N,0114431W,Airplane,Ayres,S2R-600,1,Substantial,Aerial Application,,,,Dusk,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080403X00422,Accident,N48629,SEA08CA093,25/03/2008,1621,Dayton,USA,461647N,0118732W,Airplane,Grumman,G-164A,1,Substantial,Aerial Application,,,,Day,Visual Meteorological Cond,F,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080509X00640,Incident,N921UW,DCA08IA048,22/03/2008,1300,Richmond,USA,373334N,0772245W,Airplane,Boeing,757-200,,Minor,,,,,Day,Visual Meteorological Cond,F,,,,,0,0,180,0,180,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080403X00419,Accident,N465TC,NYC08FA148,25/03/2008,40,Venice,USA,027442N,0082280W,Airplane,PIPER,PA 28-161,1,Substantial,Personal,10381.0,2008-03-01 00:00:00,9.0,Night,Visual Meteorological Cond,T,,,,,1,0,0,0,1,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080331X00400,Accident,N432RM,SEA08LA095,26/03/2008,324,Bridger,USA,451126N,1083535W,Airplane,PIPER,PA-28-181,1,Substantial,Instructional,1278.0,2008-02-04 00:00:00,86.0,Night,Visual Meteorological Cond,F,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080331X00402,Accident,N3212B,CHI08CA089,02/03/2008,2100,Scribner,USA,413937N,0963939W,Airplane,Piper,PA-22-135,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,F,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080425X00544,Accident,N4427S,DFW08CA086,26/03/2008,1400,Plains,USA,371522N,1003519W,Airplane,Air Tractor,At-301,1,Substantial,Positioning,,,,Day,Visual Meteorological Cond,F,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080331X00404,Incident,N261GL,SEA08IA096,26/03/2008,1920,Page,USA,365533N,1112654W,Airplane,Raytheon Aircraft Company,1900D,2,Minor,,24078.30078125,2008-03-01 00:00:00,12.8000001907349,Day,Visual Meteorological Cond,F,,,,,0,0,13,0,13,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080416X00498,Accident,N2823L,LAX08CA087,16/03/2008,2300,Bremerton,USA,472942N,1224628W,Airplane,Piper,PA-28-181,1,Substantial,Personal,6685.0,2007-04-01 00:00:00,,Day,Visual Meteorological Cond,F,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080403X00417,Incident,TF-ARS,ENG08WA019,25/03/2008,822,Dhaka,BG,,,Airplane,Boeing,747-400,,Minor,,,,,,,F,,,,,0,0,0,0,,,calcular,calcular,T,0,0,calcular,POST_1982
20080430X00568,Accident,N14037,MIA08FA091,18/04/2008,1555,Skaneateles,USA,004370N,0076829W,Airplane,AeroFab,Lake LA-250,1,Substantial,Instructional,1964.09997558594,2007-07-24 00:00:00,,Day,Visual Meteorological Cond,T,,,,,1,0,0,1,2,FATL,calcular,calcular,T,0,0,calcular,POST_1982
20080610X00820,Accident,N4010Q,LAX08LA086,26/03/2008,2250,Henderson,USA,392847N,1194421W,Airplane,CESSNA,402,2,Substantial,,13382.400390625,2008-02-01 00:00:00,47.9000015258789,Day,Visual Meteorological Cond,F,,,,,0,0,9,0,9,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080404X00426,Incident,N23661,DFW08IA087,27/03/2008,2308,Houston,USA,030026N,0951849W,Airplane,BOEING,737-524,2,Minor,,25824.0,2008-03-21 00:00:00,,Dusk,Visual Meteorological Cond,F,,,,,0,0,118,0,118,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080424X00539,Accident,N963WW,SEA08CA097,28/03/2008,1915,Phoenix,USA,334128N,1125412W,Airplane,Piper,PA-28R-201 ,1,Substantial,Instructional,,,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080416X00493,Accident,N65MK,SEA08LA098,27/03/2008,1930,Aurora,USA,451449N,1224620W,Airplane,Kenney,RV6,1,Substantial,Flight Test,,,,Day,Visual Meteorological Cond,F,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
