ev_id,ev_type,regis_no,ntsb_no,ev_date,ev_time,ev_city,ev_country,latitude,longitude,acft_category,acft_make,acft_model,num_eng,DAMAGE,flight_type,afm_hrs,date_last_insp,afm_hrs_last_insp,light_condition,wmc,gust_ind,on_ground_collision,inj_f_grnd,inj_m_grnd,inj_s_grnd,inj_tot_f,inj_tot_m,inj_tot_n,inj_tot_s,inj_tot_t,ev_highest_injury,flight_phase,defining_event,survivors_b,pilot_flight_time_model,pilot_flight_time_total,pilot_flight_time_categ,SOURCE
20080508X00627,Accident,N1020Q,DFW08CA120,27/04/2008,1800,Lincoln,USA,040512N,0964520W,Helicopter,Hughes,269A,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,F,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080613X00850,Accident,N62CZ,NYC08LA178,12/04/2008,1330,Potsdam,USA,444036N,0745654W,Airplane,EMBRAER,EMB-110P1,2,Substantial,,24924.0,2008-02-25 00:00:00,,Day,Instrument Meteorological Cond,F,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080514X00666,Incident,N8032Y,DEN08IA080,13/04/2008,1745,Erie,USA,040036N,0105252W,Airplane,Hill,Hatz CB-1,1,Minor,Personal,,,,Day,Visual Meteorological Cond,F,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080505X00593,Accident,F-GSGT,DFW08WA119,25/04/2008,1010,Ciudad Real,SP,,,Airplane,Cessna,U206,,Destroyed,,,,,,,F,,,,,2,0,0,0,2,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080501X00575,Accident,N56895,DEN08LA081,18/04/2008,2205,Mosby,USA,392035N,0941858W,Helicopter,Enstrom,F28C,1,Destroyed,Personal,3147.0,2007-11-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080501X00577,Accident,N747CT,DFW08LA121,28/04/2008,1930,Miami,USA,365420N,0094539W,Airplane,TROMSNESS ENTERPRISES INC,TURBINE LE,1,Destroyed,Personal,,,,,Visual Meteorological Cond,F,,,,,1,0,0,0,1,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080511X00648,Accident,D-EPOE,NYC08WA171,23/04/2008,1530,Parma,IT,444816N,0101957W,Airplane,Piper,PA-46-350P,,Substantial,,,,,,Visual Meteorological Cond,F,,,,,3,0,0,0,3,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080505X00592,Accident,N477SH,DFW08LA122,28/04/2008,1530,Bartlett,USA,304725N,0097259W,Helicopter,Robinson,R44,1,Substantial,Personal,2155.80004882812,,,Day,Visual Meteorological Cond,T,,,,,1,1,0,0,2,FATL,calcular,calcular,T,0,0,calcular,POST_1982
20080430X00572,Accident,N10987,ANC08LA058,26/04/2008,1830,Tetlin,USA,063730N,0142316W,Airplane,BELLANCA,7GCBC,1,Substantial,Instructional,1552.0,2007-09-22 00:00:00,,Day,Visual Meteorological Cond,F,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080515X00682,Accident,N127DH,NYC08CA166,12/04/2008,1630,Ocala,USA,291649N,0082729W,Airplane,Wim J Huisman,Velocity 173 Fixed,1,Substantial,Personal,937.0,2007-07-01 00:00:00,,Day,Visual Meteorological Cond,F,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080514X00664,Accident,N3051W,SEA08CA115,12/04/2008,1857,Twisp,USA,048122N,0012052W,Airplane,Piper,PA-28-161,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,0,1,1,0,2,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080501X00576,Accident,N303TE,DEN08LA082,30/04/2008,57,Houston,USA,029384N,0951644W,Airplane,Piper,PA-32-300,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,0,1,3,0,4,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080501X00579,Accident,N706BC,SEA08LA114,26/04/2008,2245,Council,USA,444459N,1162649W,Airplane,Canup,Titan Tornado S,1,Substantial,Personal,250.0,2007-11-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080505X00594,Accident,EC-DZV,DFW08WA123,30/04/2008,900,Madrid,SP,,,Airplane,Cessna,T310Q,,Destroyed,Instructional,,,,,,F,,,,,0,0,0,0,,,calcular,calcular,T,0,0,calcular,POST_1982
20080515X00676,Accident,N5426W,NYC08LA172,30/04/2008,1530,Richmond Hill,USA,314948N,0811745W,Airplane,Piper,PA-28-160,1,Substantial,Personal,3196.0,2007-10-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,1,0,2,3,SERS,calcular,calcular,T,0,0,calcular,POST_1982
20080519X00694,Accident,N1682G,MIA08CA095,23/04/2008,2130,Alexander City,USA,325453N,0855746W,Airplane,Champion,7KCAB,1,Substantial,Personal,1209.0,2007-05-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080505X00591,Accident,N3043E,ANC08LA055,21/04/2008,1930,Kodiak,USA,057450N,1522938W,Airplane,CESSNA,180,1,Substantial,,,2007-12-08 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,3,0,3,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080501X00580,Accident,N590AK,ANC08LA059,30/04/2008,1745,Port Heiden,USA,056570N,0015800W,Airplane,CESSNA,560XL,2,Substantial,Executive/Corporate,5069.0,2008-04-03 00:00:00,89.0,Day,Visual Meteorological Cond,F,,,,,0,0,6,0,6,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080604X00783,Accident,N6463L,NYC08WA173,28/04/2008,1425,Maiquetia,VE,103611N,0665926W,Airplane,Piper,PA-31-310,,Destroyed,,,,,,,F,,5,,,3,0,0,0,8,FATL,calcular,calcular,T,0,0,calcular,POST_1982
20080506X00599,Accident,N7417W,DFW08CA124,20/04/2008,1515,Rifle,USA,393120N,1074322W,Airplane,Piper,PA-28-180,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,F,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080610X00821,Accident,N6182N,LAX08CA096,25/04/2008,1500,Coaldale,USA,003872N,0118025W,Airplane,Cessna,T210N,1,Substantial,,,,,Day,Visual Meteorological Cond,T,,,,,0,0,3,0,3,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080610X00822,Accident,N41SS,LAX08CA123,26/04/2008,1700,Elk Creek,USA,393413N,1223615W,Airplane,Ervin,SHA Glasair,1,Substantial,Personal,702.0,2007-10-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,2,0,0,2,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080506X00616,Incident,OB-1843-P,ENG08WA024,03/03/2008,1748,Cusco,PE,,,Airplane,Boeing,737-217,,,,,,,,,F,,,,,0,0,54,0,54,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080507X00622,Accident,G-BYIC,DFW08WA125,13/01/2008,1015,Huesca,SP,,,Airplane,Cessna,TU206G,1,Substantial,Skydiving,,,,,,F,,0,0,0,0,0,4,2,6,SERS,calcular,calcular,T,0,0,calcular,POST_1982
20080508X00635,Accident,N4008F,SEA08FA116,03/05/2008,150,McCall,USA,445319N,0011666W,Airplane,CESSNA,172,1,Destroyed,Personal,3472.0,2007-10-18 00:00:00,,Day,Visual Meteorological Cond,T,N,,,,3,2,0,1,6,FATL,calcular,calcular,T,0,0,calcular,POST_1982
20080508X00635,Accident,N75856,SEA08FA116,03/05/2008,150,McCall,USA,445319N,0011666W,Airplane,CESSNA,172N,1,Destroyed,Personal,4402.0,2008-04-18 00:00:00,,Day,Visual Meteorological Cond,T,N,,,,3,2,0,1,6,FATL,calcular,calcular,T,0,0,calcular,POST_1982
20080506X00608,Accident,N980AK,SEA08LA117,03/05/2008,140,Minden,USA,003904N,0119457W,Airplane,ROCKWELL,690C,2,Substantial,Personal,5204.2001953125,2008-03-28 00:00:00,13.0,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080512X00655,Accident,N546B,NYC08FA174,03/05/2008,2235,Americus,USA,032629N,0841122W,Airplane,BEECH,A35,1,Substantial,Personal,4155.0,2007-06-05 00:00:00,,Day,Visual Meteorological Cond,F,,,,,3,0,0,0,3,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080528X00739,Accident,N1083,SEA08CA118,02/05/2008,2115,Libby,USA,048172N,1152925W,Airplane,Stinson,108-3,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080506X00609,Accident,N6004K,SEA08LA119,03/05/2008,1420,Phoenix,USA,334751N,0112813W,Balloon,Cameron Balloons,C-100,,Minor,Personal,440.0,2007-04-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,2,1,1,4,SERS,calcular,calcular,T,0,0,calcular,POST_1982
20080512X00649,Accident,N14GG,MIA08LA096,04/05/2008,1530,Jekyll Island,USA,031417N,0812524W,Airplane,Garrett Gerald P,Cozy Mark IV,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,1,0,0,0,1,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080505X00595,Accident,5Y-FLE,DCA08RA053,02/05/2008,710,Rumbek,SU,,,Airplane,Beech,1900C,,Destroyed,,,,,,,F,,,,,20,0,0,0,20,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080611X00834,Incident,N603JS,DFW08IA126,01/05/2008,2030,Uvalde,USA,291233N,0994649W,Airplane,2007 Savage Air LLC,EPIC LT,1,Minor,Personal,77.0,2008-03-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,4,0,4,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080626X00921,Accident,N19HT,DFW08CA127,03/05/2008,1515,Wagner,USA,355740N,0952031W,Airplane,Thompson Howard,Pazmany PL-2,1,Substantial,Personal,49.0,2008-04-01 00:00:00,,Day,Visual Meteorological Cond,F,,,,,0,2,0,0,2,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080529X00748,Accident,N928TA,DEN08CA083,28/04/2008,2040,Cleburne,USA,322113N,0097261W,Airplane,Beech,76,2,Substantial,Instructional,,,,Day,Visual Meteorological Cond,F,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080528X00735,Accident,PT-JGX,NYC08WA175,02/05/2008,2043,Ilheua,BR,,,Airplane,Cessna,C-310Q,,,,,,,,,F,,,,,6,0,0,0,6,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080506X00600,Accident,N21SP,DFW08TA128,25/04/2008,1623,Baton Rouge,USA,303158N,0091859W,Airplane,Beech,C90,2,Substantial,Personal,,,,Day,Visual Meteorological Cond,F,,,,,0,0,6,0,6,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080527X00728,Accident,N6944Z,DEN08CA084,05/05/2008,1230,Mountain Grove,USA,037714N,0921840W,Airplane,Piper,PA-25-235,1,Substantial,Aerial Application,,,,Day,Visual Meteorological Cond,F,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080507X00623,Accident,N4515Z,DFW08LA130,03/05/2008,0,Opelousas,USA,030319N,0092446W,Airplane,Piper,PA-22-108,1,Substantial,Personal,4387.2998046875,2008-03-01 00:00:00,,Day,Visual Meteorological Cond,F,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080611X00827,Accident,N9720U,LAX08CA125,04/05/2008,2300,Atlanta,USA,434849N,0011586W,Airplane,Grumman,AA-5A,1,Substantial,Personal,,2008-01-01 00:00:00,,Day,Visual Meteorological Cond,F,,,,,0,2,0,0,2,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080529X00755,Accident,N331MD,LAX08CA126,02/05/2008,130,Prescott,USA,034500N,0112350W,Helicopter,Robinson,R22 Beta II,1,Substantial,Instructional,6129.0,2008-03-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,1,0,1,2,SERS,calcular,calcular,T,0,0,calcular,POST_1982
20080508X00638,Accident,N6320B,LAX08LA127,05/05/2008,400,Prescott,USA,034430N,0112350W,Airplane,CESSNA,182H,1,Substantial,Personal,1595.0,2008-01-01 00:00:00,,Night,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080508X00637,Accident,N7059E,LAX08LA128,02/05/2008,1915,Rio Linda,USA,038310N,0121300W,Airplane,CESSNA,175A,1,Substantial,Personal,1947.5,2008-05-01 00:00:00,0.5,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080611X00826,Accident,N185KH,LAX08CA129,03/05/2008,2200,Mexican Hat,USA,371642N,0110340W,Airplane,Cessna,A185F,1,Substantial,Personal,2260.0,2008-01-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080508X00636,Accident,N62813,SEA08LA120,02/05/2008,2330,Vancouver,USA,453947N,1222821W,Airplane,Yakovlev,Yak 52,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,2,0,0,0,2,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080528X00740,Accident,N272X,SEA08CA121,04/05/2008,150,Great Falls,USA,472857N,1112214W,Airplane,Extra Flugzeugbau,EA300/L,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,F,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080602X00759,Accident,N747JN,SEA08CA122,04/05/2008,2122,Ephrata,USA,471829N,0119310W,Glider,Schempp-Hirth,Nimbus-4M,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,0,0,0,1,1,SERS,calcular,calcular,T,0,0,calcular,POST_1982
20080508X00628,Accident,N269SD,SEA08CA123,03/05/2008,23,Hollister,USA,365336N,1212436W,Airplane,Vans Aircraft,RV-7A,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,0,2,0,0,2,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080528X00741,Accident,N526DL,SEA08CA124,27/04/2008,2130,Murietta,USA,333416N,0117742W,Helicopter,Bell,206B,1,Substantial,Instructional,,,,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080507X00621,Accident,N12KY,DEN08LA085,05/05/2008,1635,Wolcott,USA,394936N,1063636W,Airplane,North American,SNJ-5,1,Substantial,Personal,5229.7001953125,2007-11-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080513X00657,Accident,N4513H,CHI08CA116,27/04/2008,2315,Howell,USA,423817N,0835932W,Airplane,Mooney,M20J,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,F,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080506X00598,Incident,N918XJ,CHI08IA119,24/04/2008,1410,Minneapolis,USA,445255N,0931318W,Airplane,BOMBARDIER INC,CL600-2D24,2,,,388.0,2008-03-07 00:00:00,,Day,Instrument Meteorological Cond,T,,,,,0,0,80,0,80,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080624X00906,Accident,N11HR,ANC08LA060,14/06/2008,1615,Ocala,USA,291013N,0821316W,Airplane,PIPER,PA-34,2,Substantial,Personal,1567.0,2008-05-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,4,0,4,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080625X00909,Accident,N125KT,ANC08CA062,05/05/2008,2210,Talkeetna,USA,621914N,0150537W,Airplane,Cessna,185,1,Substantial,Personal,11658.0,2008-02-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080508X00631,Accident,N9650S,ANC08LA061,06/05/2008,8,Soldotna,USA,603154N,1505958W,Airplane,Champion,7ECA,1,Substantial,Personal,2052.0,2006-07-01 00:00:00,,Day,Visual Meteorological Cond,F,,,,,0,0,0,1,1,SERS,calcular,calcular,T,0,0,calcular,POST_1982
20080508X00633,Accident,N40737,ANC08LA063,06/05/2008,1530,Concord,USA,352520N,0803714W,Airplane,Shaffstall,Kolb Firestar II,1,Substantial,Personal,195.0,,30.0,Day,Visual Meteorological Cond,T,,,,,0,0,0,1,1,SERS,calcular,calcular,T,0,0,calcular,POST_1982
20080529X00749,Accident,N42116,MIA08LA097,07/05/2008,1337,Louisville,USA,381324N,0853929W,Airplane,CESSNA,182L,1,Substantial,Personal,2135.0,2007-10-01 00:00:00,39.0,Day,Visual Meteorological Cond,T,,,,,0,0,0,1,1,SERS,calcular,calcular,T,0,0,calcular,POST_1982
20080613X00865,Accident,N65630,LAX08CA124,07/04/2008,2100,San Luis Obispo,USA,351414N,1203833W,Airplane,Cessna,172S,1,Substantial,Instructional,,,,Day,Visual Meteorological Cond,F,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080603X00774,Accident,N4912H,LAX08CA132,07/05/2008,1645,Glendale,USA,333137N,1121742W,Airplane,Cessna,152,1,Substantial,Instructional,,,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080519X00698,Accident,N5382R,NYC08CA170,28/04/2008,350,White Plains,USA,004142N,0734227W,Airplane,Cessna,172F,1,Substantial,Personal,4500.0,,,Night,Instrument Meteorological Cond,F,,,,,0,1,1,0,2,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080527X00724,Accident,N68353,SEA08CA125,06/05/2008,420,Redding,USA,403032N,1221736W,Airplane,Cessna,152,1,Substantial,Personal,,,,Night,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080602X00761,Accident,N20406,SEA08CA126,03/05/2008,1300,Dixie,USA,452420N,0115290W,Airplane,Cessna,172M,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080609X00814,Accident,N101BX,NYC08LA176,08/05/2008,1710,Snow Hill,USA,352542N,0774827W,Airplane,Desalvatore Al,Lancair IV-P,1,Destroyed,Personal,,,,Day,Visual Meteorological Cond,T,,,,,2,0,0,0,2,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080612X00846,Accident,N41DZ,NYC08CA177,06/05/2008,1500,Titusville,USA,283720N,0080508W,Airplane,Beech,65-A90,2,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080612X00839,Accident,N79833,DEN08CA086,28/04/2008,2030,Erie,USA,040036N,0010525W,Airplane,Mooney,M20E,1,Substantial,Instructional,,,,Day,Visual Meteorological Cond,F,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080513X00658,Accident,N8553S,DFW08FA131,08/05/2008,2145,Black Hawk,USA,394944N,1053616W,Airplane,CESSNA,182,1,Substantial,Personal,4652.89990234375,2007-06-13 00:00:00,67.5,Not Reported,Visual Meteorological Cond,F,,,,,1,0,0,1,2,FATL,calcular,calcular,T,0,0,calcular,POST_1982
20080618X00874,Accident,N732VM,DFW08CA132,08/05/2008,2200,Pleasanton,USA,028575N,0098317W,Airplane,Cessna,C-210,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080515X00678,Accident,N8991M,CHI08CA110,18/04/2008,2040,Lansing,USA,424640N,0843512W,Airplane,Beech,95-B55,2,Substantial,Personal,,,,Day,Visual Meteorological Cond,F,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080509X00641,Accident,,DCA08WA055,10/03/2008,,Batam,ID,,,Airplane,Boeing,737-400,,,,,,,,,F,,,,,0,0,0,0,,,calcular,calcular,T,0,0,calcular,POST_1982
20080509X00642,Incident,EIDAF,DCA08WA056,21/03/2008,1,Limoges,FR,,,Airplane,Boeing,737-800,,,,,,,,,F,,,,,0,0,0,0,,,calcular,calcular,T,0,0,calcular,POST_1982
20080617X00872,Accident,N385WR,DFW08LA133,08/05/2008,2030,Emporia,USA,382436N,0961123W,Airplane,PIPER,PA-32R-300,1,Substantial,Personal,4934.0,2008-04-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080515X00677,Accident,N62GS,CHI08CA105,06/04/2008,1600,Batavia,USA,003944N,0084123W,Helicopter,Schultz,Mini 500,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,F,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080602X00768,Accident,N423V,CHI08CA114,04/04/2008,1700,Pulaski,USA,044382N,0088125W,Airplane,BARDOUCHE,QUAD CITY ULTRALIGHT,1,Substantial,Personal,254.0,2007-08-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080515X00680,Accident,N5318F,LAX08LA130,05/05/2008,2320,Homestead,USA,253331N,0803054W,Airplane,Greco,Drifter 912,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,0,0,1,1,2,SERS,calcular,calcular,T,0,0,calcular,POST_1982
20080515X00672,Accident,N8613A,SEA08LA127,09/05/2008,2345,Kent,USA,472013N,0122612W,Airplane,Thorp,T-18,1,Substantial,Personal,3313.5,2007-10-16 00:00:00,0.5,Day,Visual Meteorological Cond,F,,,,,1,0,0,0,1,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080515X00671,Accident,N6660K,SEA08LA128,10/05/2008,2000,Modesto,USA,373732N,1205715W,Airplane,Moravan,Zlin 50LX,1,Substantial,Air Race/Show,1111.0,2008-04-12 00:00:00,8.0,Day,Visual Meteorological Cond,T,,,,,0,0,0,1,1,SERS,calcular,calcular,T,0,0,calcular,POST_1982
20080603X00777,Accident,N361KS,SEA08CA129,10/05/2008,2240,Tehachapi,USA,003565N,1182538W,Glider,Schleicher,ASK-21,0,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080603X00778,Accident,N9342S,SEA08CA130,10/05/2008,2240,Burns,USA,435531N,1185720W,Airplane,Beech,B19,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,F,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080604X00788,Accident,N196DC,SEA08CA131,11/05/2008,30,Lakeview,USA,042940N,1202356W,Airplane,Diamond Aircraft Industries,DA-40,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080604X00789,Accident,N8103E,SEA08CA132,10/05/2008,2330,Big Timber,USA,454824N,1095854W,Airplane,Cessna,172,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080515X00670,Accident,N8860Q,SEA08LA133,11/05/2008,138,Holtville,USA,324552N,1152449W,Airplane,"Thrush Aircraft, Inc.",S-2R,1,Substantial,Aerial Application,4402.0,2008-01-03 00:00:00,2.0,Day,Visual Meteorological Cond,T,,,,,0,1,0,0,1,MINR,calcular,calcular,T,0,0,calcular,POST_1982
20080528X00743,Accident,N7598T,ANC08CA064,10/05/2008,1735,Chugiak,USA,612459N,1493026W,Airplane,Cessna,172,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080627X00938,Accident,N1510A,LAX08CA138,02/06/2008,1415,Ogden,USA,412117N,0112023W,Helicopter,Schweizer,300C,1,Substantial,Instructional,,,,Day,Visual Meteorological Cond,T,,,,,0,0,1,1,2,SERS,calcular,calcular,T,0,0,calcular,POST_1982
20080603X00775,Accident,N6553C,DFW08LA135,10/05/2008,2150,Phillipsburg,USA,394458N,0991912W,Airplane,Bailey,Varieze,1,Substantial,Personal,,,,Day,Visual Meteorological Cond,F,,,,,0,0,0,1,1,SERS,calcular,calcular,T,0,0,calcular,POST_1982
20080520X00702,Accident,N135UW,CHI08FA128,11/05/2008,345,La Crosse,USA,435031N,0091956W,Helicopter,EUROCOPTER DEUTSCHLAND GMBH,EC 135 T2+,2,Destroyed,Positioning,457.0,2008-03-17 00:00:00,71.0,Night/Dark,Visual Meteorological Cond,F,,,,,3,0,0,0,3,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20081003X17550,Accident,P2-IHI,LAX08WA133,12/02/2008,840,"Foasi, PNG",ID,,,Helicopter,BELL,206L1,1,Substantial,,,,,,,F,,,,,0,0,0,2,2,SERS,calcular,calcular,T,0,0,calcular,POST_1982
20080514X00668,Accident,N133EE,LAX08FA134,09/05/2008,2017,Queen Creek,USA,331711N,1112855W,Airplane,EXTRA Flugzeugproduktions-GMBH,EA-300/L,1,Substantial,Instructional,1734.0,2008-04-17 00:00:00,,Day,Visual Meteorological Cond,T,,,,,2,0,0,0,2,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080519X00695,Accident,N9030E,LAX08LA135,09/05/2008,2330,Oljato,USA,371317N,1103249W,Airplane,MAULE,M-5-235C,1,Substantial,Personal,1271.0,2008-04-01 00:00:00,5.0,Day,Visual Meteorological Cond,T,,,,,0,0,2,0,2,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080523X00715,Accident,N7947M,CHI08FA133,12/05/2008,1505,Bristol,USA,039438N,0814324W,Airplane,Beech,V35,1,Destroyed,Personal,2616.0,2007-04-07 00:00:00,91.0,Day,Instrument Meteorological Cond,T,,,,,2,0,0,0,2,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20080529X00744,Accident,N2368Y,DFW08CA136,09/05/2008,2210,Thomas,USA,353241N,0098406W,Airplane,Piper,PA-36,1,Substantial,Aerial Application,6442.0,2008-04-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,0,0,1,0,1,NONE,calcular,calcular,T,0,0,calcular,POST_1982
20080515X00679,Accident,N1813T,CHI08FA135,12/05/2008,2200,Stevens Point,USA,443242N,0893149W,Airplane,PIPER,PA-28-140,1,Substantial,Personal,3185.35009765625,2007-05-01 00:00:00,,Day,Visual Meteorological Cond,T,,,,,2,0,0,0,2,FATL,calcular,calcular,F,0,0,calcular,POST_1982
20081219X16532,Incident,N595FE,ENG08IA025,27/04/2008,,Singapore,SN,,,Airplane,BOEING,MD-11,3,Minor,,55739.0,2008-04-12 00:00:00,,,,F,,0,0,0,0,0,0,0,0,NONE,calcular,calcular,F,0,0,calcular,POST_1982
20080521X00707,Accident,N64FP,NYC08FA180,12/05/2008,933,Cruso,USA,352419N,0825043W,Airplane,PIPER,PA-32-260,1,Destroyed,Personal,2124.5,2007-10-24 00:00:00,44.0,Night/Dark,Instrument Meteorological Cond,F,,,,,2,0,0,0,2,FATL,calcular,calcular,F,0,0,calcular,POST_1982
